Year,Month,FlightNum,Origin,Dest,Distance,Cancelled,CancellationCode,Diverted
1987,10,1453,BUR,OAK,325,0,NA,0
1987,10,1453,BUR,OAK,325,0,NA,0
1987,10,1453,BUR,OAK,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,1,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1454,OAK,BUR,325,0,NA,0
1987,10,1455,BUR,OAK,325,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,1,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,LAX,SFO,337,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1457,PHX,LAX,370,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,LAX,SFO,337,1,NA,0
1987,10,1459,LAX,SFO,337,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1459,SFO,PDX,550,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1460,OAK,BUR,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1463,BUR,OAK,325,0,NA,0
1987,10,1464,SJC,BUR,296,0,NA,0
1987,10,1464,SJC,BUR,296,0,NA,0
1987,10,1464,SJC,BUR,296,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,1,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1465,BUR,OAK,325,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1468,SFO,SAN,447,0,NA,0
1987,10,1470,OAK,SAN,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1471,SAN,OAK,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1472,OAK,SAN,446,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1473,LAX,SFO,337,0,NA,0
1987,10,1474,OAK,SAN,446,0,NA,0
1987,10,1474,OAK,SAN,446,0,NA,0
1987,10,1474,OAK,SAN,446,0,NA,0
1987,10,1474,OAK,SAN,446,0,NA,0
1987,10,1474,OAK,SAN,446,0,NA,0
1987,10,1475,LAS,SAN,258,0,NA,0
1987,10,1475,LAS,SAN,258,0,NA,0
1987,10,1475,LAS,SAN,258,0,NA,0
1987,10,1475,LAS,SAN,258,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1475,SAN,OAK,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1476,OAK,SAN,446,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1477,LAX,SFO,337,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,OAK,SAN,446,0,NA,0
1987,10,1478,SAN,LAS,258,0,NA,0
1987,10,1478,SAN,LAS,258,0,NA,0
1987,10,1478,SAN,LAS,258,0,NA,0
1987,10,1478,SAN,LAS,258,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1479,SAN,OAK,446,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,1,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1480,SFO,SAN,447,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1481,SNA,OAK,371,0,NA,0
1987,10,1482,OAK,SAN,446,0,NA,0
1987,10,1482,OAK,SAN,446,0,NA,0
1987,10,1482,OAK,SAN,446,0,NA,0
1987,10,1482,OAK,SAN,446,0,NA,0
1987,10,1482,OAK,SAN,446,0,NA,0
1987,10,1482,OAK,SAN,446,0,NA,0
